id	text	language
ParlaMint-UA_2016-05-17-m1.u89.p3.sent5	Адміністрація підприємства, установи, організації, фізична особа, фізична особа-підприємець, які проводили відрахування, нараховують боржнику заборгованість сплати аліментів та/або індексацію таких аліментів.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u89.p4.sent1	Дуже вас прошу підтримати в другому читанні та в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u89.p4.sent2	Дякую.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p1.sent1	Дякую вам, пані Людмила.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p1.sent2	Шановні колеги, зачитую правки.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p1.sent3	Прошу уваги, приготуватись до обговорень.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p2.sent1	Відхилена 5-та Ленського.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p2.sent2	Чи наполягає Ленський?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p2.sent3	Ні, не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p3.sent1	7-а, Гуляєв.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p3.sent2	Не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p4.sent1	8-а, Шинькович.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u90.p4.sent2	Не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p5.sent1	13-а, Гуляєв.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p5.sent2	Не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p6.sent1	16-а, Шинькович.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u90.p6.sent2	Не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p7.sent1	І остання, відхилена, Ленський, 17-а.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p7.sent2	Не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p8.sent1	Шановні колеги, ми завершили обговорення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p8.sent2	Я прошу закликати депутатів в зал. Ми переходимо до прийняття рішення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p8.sent3	Прошу закликати народних депутатів в зал, підготуватись до голосування.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p8.sent4	Будь ласка, голови фракцій, закличте депутатів в зал. Прошу, колеги, зайняти робочі місця.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p8.sent5	Соціальний законопроект, який не викликає ніяких політичних дискусій, а потребує просто нашого відповідального рішення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p9.sent1	Пане Сергій!	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p9.sent2	Пане Сергій!	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p9.sent3	Пане Руслан!	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p9.sent4	Шановні колеги, прошу займати робочі місця.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p9.sent5	Приготуватись до прийняття рішення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p10.sent1	Отже, я ставлю на голосування проект Закону про внесення змін до деяких законодавчих актів України щодо індексації розміру аліментів (номер 2426) у другому читанні та в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p10.sent2	Шановні колеги, прошу голосувати.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p10.sent3	Будь ласка, голосуємо, колеги.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p10.sent4	2426, в другому читанні та в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p11.sent1	За-243	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p12.sent1	Рішення прийнято.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p12.sent2	Вітаю авторів і вітаю комітет з прийнятим рішенням.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p13.sent1	Наступним по порядку денному у нас стоїть проект Закону про внесення змін до деяких законів України щодо посилення соціального захисту осіб, які доглядають за дітьми-інвалідами та інвалідами І групи (0933).	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p13.sent2	Теж важливий соціальний законопроект, теж поправок дуже мало є і я прошу не розходитись.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p14.sent1	І запрошую до доповіді голову Комітету у справах ветеранів, учасників бойових дій, учасників АТО та людей з інвалідністю Третьякова Олександра Юрійовича.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u90.p14.sent2	Будь ласка, пане Олександре.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u91.p1.sent1	Прошу передать слово Максиму Юрьевичу Бурбаку.	RUSSIAN
ParlaMint-UA_2016-05-17-m1.u92.p1.sent1	Шановні колеги, шановні народні депутати!	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p1.sent2	Для розгляду законопроекту про внесення змін до деяких законів України щодо посилення соціального захисту осіб, які доглядають за дітьми-інвалідами та інвалідами І групи, у другому читанні від суб’єктів права законодавчої ініціативи надійшло 6 правок з яких технічно відхилена тільки одна правка під номером 4 Гуляєва Василя Олександровича.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p1.sent3	Цією правкою пропонується внести доповнення до статті 7 Закону про соціальні послуги і поширити його дію на іноземців і осіб без громадянства, в тому числі, і біженців.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p1.sent4	Правка відхилена, оскільки така норма вже передбачена статтею 6 Закону про соціальні послуги.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p2.sent1	Законопроектом, з урахуванням правок до другого читання, пропонується.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p2.sent2	Перше.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p2.sent3	Надбавку на догляд за дитиною-інвалідом підгрупи "А" призначати одному з батьків, або іншому законному представнику незалежно від факту їх роботи, навчання, або служби.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p2.sent4	Нагадаю, що в підгрупу "А" входять найтяжчі хвороби.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p2.sent5	На даний час така надбавка на догляд призначається тільки непрацюючій одинокій матері чи одинокому батьку, її розмір складає 847 гривень 50 копійок.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p2.sent6	На ці цілі необхідно близько 30 мільйонів гривень на рік.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p3.sent1	Друге.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p3.sent2	Законодавчо закріпити норму щодо зарахування до страхового стажу осіб, які здійснюють догляд за дітьми-інвалідами періоду отримання ними надбавки на догляд.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p3.sent3	Це технічна правка, додаткових грошей не потрібно.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p3.sent4	Рішення комітету у справах ветеранів, учасників бойових дій, учасників АТО та людей з інвалідністю прийняти законопроект в цілому як закон.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p3.sent5	Прошу підтримати рішення комітету.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u92.p3.sent6	Дякую.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p1.sent1	Дякую вам.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p2.sent1	Шановні колеги, ми пройдемося по всім поправкам, їх є буквально дві.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p2.sent2	Тому прошу депутатів заходити в зал, займати робочі місця, приготуватися до прийняття рішення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p2.sent3	Тим не менш, я назву ті поправки, які були відхилені.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p3.sent1	Отже, 4-а, народний депутат Гуляєв.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p3.sent2	Чи наполягає?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p3.sent3	Ні, не наполягає.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p3.sent4	І це була єдина поправка, яка була відхилена.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p3.sent5	Отже, комітет на своєму засіданні зумів вийти на компромісне рішення і ми закінчили обговорення даного законопроекту.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p4.sent1	Я прошу запросити депутатів в зал, прошу приготуватися до прийняття рішення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p4.sent2	Соціальний законопроект і, я думаю, тут теж не буде жодних політичних дискусій, важливо тільки, щоб ми всі були на робочих місцях.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p5.sent1	Мене часто закликають дотримання Регламенту, але Закон України про працю, який передбачає перебування усіх людей, які на роботі, на своїх робочих місцях, не всі дотримуються.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p5.sent2	Має бути спільна взаємна відповідальність.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p5.sent3	Готові?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p6.sent1	Шановні колеги, я ставлю на голосування проект Закону про внесення змін до деяких законів України щодо посилення соціального захисту осіб, які доглядають за дітьми-інвалідами та інвалідами І групи (номер 0933) у другому читанні та в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p6.sent2	Шановні колеги, прошу голосувати.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p6.sent3	Голосуємо, колеги.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p7.sent1	За-233	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p8.sent1	Рішення прийнято.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p9.sent1	Теж вітаю авторів і вітаю комітет за плідну активну роботу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p10.sent1	В нашому розділі "Друге читання", шановні колеги, є ще один законопроект, це є проект Закону про внесення змін до Сімейного кодексу України (щодо невідворотності обов’язку утримувати дитину особами, які позбавлені батьківських прав) (номер 0950).	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p11.sent1	Теж поправок є мінімальна кількість.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p11.sent2	І я запрошую до доповіді голову підкомітету Комітету з питань сім’ї, молодіжної політики та спорту Спориша Івана Дмитровича.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u93.p12.sent1	Будь ласка, Іван Дмитрович, включіть мікрофон.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u94.p1.sent1	Іван Спориш, 15 округ, Вінниччина.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u94.p1.sent2	Я думаю, в даному законопроекті 0950 ми повинні, дійсно, утримувати дитину особам, які позбавлені батьківських прав.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u94.p2.sent1	Редакцію даного законопроекту, прийняту за основу, пропонувалося зобов’язати суд приймати рішення про стягнення аліментів одночасно з процедурою позбавлення батьківських прав.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u94.p2.sent2	В разі відмови матері, батька або інших законних представників дитини, отримувати призначені аліменти, суд мав би приймати рішення про перерахування аліментів до Державного бюджету.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u94.p2.sent3	Але законопроект був суттєво доопрацьований у ході підготовки до другого читання.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u94.p3.sent1	Зокрема, редакцією законопроекту, яку пропонується нам схвалити сьогодні, пропонується визначити, що у разі відмови законних представників дитини від отримання аліментів, суд приймає рішення про перерахування аліментів на особистий рахунок дитини у відділені Державного ощадного банку України та зобов’язує матір, батька або інших законних представників дитини відкрити зазначений особистий рахунок у місячний строк з дня набрання законної сили рішення суду.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u94.p4.sent1	До даного законопроекту надійшло п’ять поправок і всі п’ять були прийняті нами.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u94.p4.sent2	Тому пропонується врахувати три поправки і частково дві, як ніколи, всі п’ять поправок враховані.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u94.p5.sent1	Я пропоную підтримати рішення нашого комітету і прийняти в цілому законопроект в другому читанні.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p1.sent1	Дякую вам.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p2.sent1	Справді, колеги, всі поправки, які були подані, комітетом враховані.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p2.sent2	І тому у нас навіть немає предмету для дискусії.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p2.sent3	Повністю компромісний закон, підтриманий усіма членами комітету усіх фракцій.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p2.sent4	Зараз важливо тільки, щоб були голоси.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p3.sent1	Я прошу колег повернутися в зал. Я прошу приготуватися до голосування і зайняти свої робочі місця.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p3.sent2	Колеги, закличте наших товаришів депутатів в зал і прошу приготуватися до голосування.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p3.sent3	Секретаріат Верховної Ради прошу повідомити, що ми переходимо до розділу: прийняття рішення.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p4.sent1	Колеги, можемо голосувати?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p4.sent2	Отже, я ставлю на голосування проект Закону про внесення змін до Сімейного кодексу України (щодо невідворотності обов’язку утримувати дитину особами, які позбавлені батьківських прав) (номер 0950) в другому читанні та в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p4.sent3	Шановні колеги, прошу голосувати 0950 в другому читанні та в цілому.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p4.sent4	Будь ласка, голосуємо, колеги.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p5.sent1	За-234	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p6.sent1	Закон прийнятий.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p6.sent2	Вітаю авторів, вітаю комітет за якісно проведеною роботу, яка об’єднала увесь наш зал.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p7.sent1	Шановні колеги, переходимо до наступного розділу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p7.sent2	У нас наступний розділ, це є законопроекти першого читання.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p7.sent3	І, власне, цей законопроект, який я анонсував перед перервою, автор Альона Шкрум, ми маємо змогу зараз розглянути.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p7.sent4	Я прошу шановних колег зараз перейти до розгляду 2696, проекту Закону про внесення змін до деяких законодавчих актів України щодо правового забезпечення відкритості баз даних та прозорості реєстраційних процедур.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p7.sent5	Але в нас до кінця робочого дня 15 хвилин, і я сприймаю пропозицію автора – розглянути за скороченою процедурою.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p7.sent6	І прошу усіх колег підтримати.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p8.sent1	І ставлю на голосування цю пропозицію – розгляду 2696 за скороченою процедурою.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p8.sent2	Хто підтримує дану пропозицію, колеги, прошу проголосувати.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p8.sent3	Колеги!	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p8.sent4	Увага!	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p8.sent5	Будь ласка, голосуємо.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p8.sent6	Скорочена процедура.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p8.sent7	Будь ласка, голосуємо, колеги!	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p9.sent1	За-170	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p10.sent1	Рішення прийняте.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p11.sent1	І я надаю слово для доповіді народному депутату України Шкрум Альоні Іванівні.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u95.p11.sent2	Будь ласка.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p1.sent1	Дякую.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p1.sent2	Дякую, колеги.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p2.sent1	Колеги, це дуже важливий закон, я вас прошу не розходитися, моя доповідь займе буквально дві хвилини.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p3.sent1	Ми дуже рідко в цьому залі взагалі розглядаємо і голосуємо законопроекти щодо посилення наших прав захисту інтелектуальної власності.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p3.sent2	Оце один із них.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p3.sent3	І він розроблений депутатом Вікторією Пташник, позафракційною, та депутатами з різних абсолютно фракцій на вимогу виконання положень щодо захисту прав інтелектуальної власності Угоди про асоціацію України.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p3.sent4	І якраз тут він приводить у відповідність наше, знаєте, застаріле таке, радянське законодавство щодо процедур реєстрації торговельних марок, захисту торговельних марок та інших питань.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p3.sent5	І тому він є надзвичайно важливий як в розрізі залучення, по-перше, інвестицій, для того щоб ці процедури зробити європейськими для нас, так і в покращанні бізнес-клімату і впровадження саме нормативів Угоди про асоціації України та ЄС.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p4.sent1	Що він передбачає?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p4.sent2	Ну, наприклад, наше з вами чинне законодавство не передбачає публікації чи оприлюднення поданих заявок на торговельні марки взагалі, тому особа, право якої порушено, вона про це дізнається дуже часто вже після реєстрації такої марки і може це оскаржити тільки в суді.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p4.sent3	Тут пані Пташник та депутати, які долучилися до законопроекту, це приводять у відповідність з європейськими нормами і говорять про те, що вся процедура реєстрації має бути прозорою, публікація має бути в єдиній, відкритій електронній базі.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p4.sent4	І можливість оскарження таких заявок може бути з того моменту, коли особа про це дізналася, в тому числі передбачається можливість оскарження рішень органу експертизи через звернення до Апеляційної палати державної служби інтелектуальної власності.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p5.sent1	Також у нас до сих пір не можна зареєструвати торгову марку в електронній формі.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p5.sent2	Колеги, це взагалі архаїзм, і тут цим законопроектом надається така можливість.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p5.sent3	Також надається можливість компенсації за порушення і таке інше.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p6.sent1	Законопроект підтримується Європейською бізнес-асоціацією (у мене є відповідні листи, які я можу показати), Американською торговельною палатою, Асоціацією правників України.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p6.sent2	Тому я дуже прошу його підтримати і наблизити нашу інтелектуальну власність до європейських стандартів, як ми це з вами і передбачали в нашій коаліційній угоді.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u96.p6.sent3	Будь ласка, прошу проголосувати.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u97.p1.sent1	Треба завершити?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u97.p1.sent2	Пані Шкрум, ви завершили, так?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u97.p2.sent1	Слово для співдоповіді, будь ласка, голові Комітету з питань правової політики та правосуддя Руслану Князевичу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p1.sent1	Дякую, шановна пані головуюча.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p1.sent2	Шановні колеги, в принципі авторка висловила позицію авторського колективу, тому що він там досить великий, близько трьох десятків народних депутатів.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p1.sent3	І мені здається, тут все зрозуміло і чітко.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p2.sent1	Справа в тім, що і Угодою про асоціацію, і цілою низкою інших міжнародних двосторонніх документів Україна взяла на себе зобов’язання врегулювати взагалі сфери інтелектуальної власності і питання торговельних марок.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p2.sent2	Це питання, яке весь час постає на будь-яких рівнях перемовин України з нашими європейськими контрагентами.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p3.sent1	Зважаючи на ці обставини, комітет розглянув зазначений законопроект, пані Пташник була присутня на розгляді цього законопроекту.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p3.sent2	У нас була непроста тривала дискусія, але ми одноголосно прийняли рішення підтримати даний законопроект і рекомендувати Верховній Раді проголосувати його за основу для того, щоб ми могли до процедури другого читання доопрацювати його з урахуванням висловлених пропозицій членами комітету, а також усунути цілу низку технічних неузгодженостей.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p3.sent3	Які існують в самому законопроекті.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p3.sent4	Йде мова, в першу чергу, про використання термінології.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p3.sent5	Це питання радше технічного характеру.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p3.sent6	Десь написано раз, що використовується електронний підпис, десь написано, що накладається електронний підпис, і таких нюансів досить багато.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p3.sent7	Як на мене, вони є такими, що не перешкоджають сьогодні прийняти позитивне рішення і підтримати законопроект за основу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p3.sent8	А зі свого боку комітет, в разі підтримки сесійної зали, зобов’язується в установленому законом порядку належним чином усунути всі ці недоліки і підготувати якісну пропозицію до другого читання.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p3.sent9	Дякую.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u98.p4.sent1	Прошу підтримати за основу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p1.sent1	Дякуємо, шановні колеги.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p2.sent1	Переходимо до обговорення законопроекту.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p2.sent2	І я прошу записатися: два – "за", два – "проти" для обговорення законопроекту.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p3.sent1	Є альтернативна пропозиція.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p3.sent2	Голова комітету пропонує ставити на голосування.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p3.sent3	Є мобілізація залу готовність до голосування?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p3.sent4	Є?	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p4.sent1	Давайте сигнальне голосування.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p4.sent2	Якщо є бажання залу зараз підтримати це без обговорення, ставимо на сигнальне голосування, будь ласка, законопроект 2696, проект Закону про внесення змін до деяких законодавчих актів України щодо правового забезпечення відкритості баз даних та прозорості реєстраційних процедур.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p4.sent3	Прошу підтримати голосуванням цей законопроект.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p5.sent1	За-169	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p6.sent1	Шановні колеги, я бачу, що є потреба обговорити.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p6.sent2	Запишіться два – "за", два – "проти".	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p6.sent3	І я прошу заблокувати двері зали, ніхто не виходить до голосування за цей важливий законопроект.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p7.sent1	Радикальна партія, заблокуйте краще двері зали, ніж трибуну, щоб проголосували за законопроект.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u99.p8.sent1	Будь ласка, "Блок Петра Порошенка", пан Паламарчук.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u100.p1.sent1	Прошу передати слово депутату Соловею.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u101.p1.sent1	Соловей, будь ласка.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u101.p1.sent2	Мікрофон включіть.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p1.sent1	Юрій Соловей, 89 виборчий округ.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p1.sent2	Шановні колеги, якщо за цей законопроект і голосувати, то за нього можна голосувати тільки в першому читанні.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p1.sent3	Навіть, якщо ми відкриємо перший, статтю 494-у, то ми побачимо певні суперечності.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p1.sent4	І ця норма про те, що це вимагає Європейський Союз, абсолютно не корегується з українськими реаліями по реєстрації торгових марок.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p1.sent5	І тому можна, значить, голосувати, але тільки в першому читанні.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p2.sent1	І шановна пані головуюча, я все ж таки би хотів звернутися до вас також з питанням систематизування роботи українського парламенту.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p2.sent2	Давайте подивимося, що ми сьогодні не розглядали, починаючи з соціального захисту, з виділення коштів на Донбас, питання Бюджетного кодексу.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p2.sent3	Зараз ми розглядаємо питання торгових марок.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p2.sent4	А сьогодні на порядку денному є серйозні законопроекти в галузі економіки, в галузі інфраструктури, в галузі децентралізації, банківської сфери і так дальше.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p2.sent5	Тому я в котрий раз наголошую про те, щоби робити розгляд законопроектів тематично.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p2.sent6	Присвячувати, якщо в нас є питання в галузі доріг і інфраструктури, давайте присвятимо половину дня вирішенню цього питання.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p2.sent7	Якщо у нас є питання децентралізації, давайте присвятимо половину дня питанням децентралізації.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p2.sent8	Систематизування роботи українського парламенту – це також є важливе питання для того, щоб нормально організувати роботу і прийняття рішень.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u102.p2.sent9	Дякую.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u103.p1.sent1	Дякую вам.	UKRAINIAN
ParlaMint-UA_2016-05-17-m1.u103.p2.sent1	Будь ласка, Єгор Соболєв, "Самопоміч".	UKRAINIAN
